Sensor,Timestamp,Acceleration x,Acceleration y,Acceleration z,Gyroscope x,Gyroscope y,Gyroscope z
Sternum;25,617626;0,853759765625;0,056396484375;0,80419921875;13,0157470703;1,41143798828;5,84411621094
Head;25,619958;0,962646484375;0,01123046875;0,261474609375;71,5789794922;-5,60760498047;2,25830078125
Left thigh;25,621124;0,028076171875;-1,16259765625;0,126220703125;8,59069824219;-47,1572875977;-10,368347168
Left tibia;25,622329;-0,1005859375;-1,18310546875;0,03369140625;19,8211669922;-43,0450439453;-250,0
Left foot;25,623588;0,2529296875;-0,001220703125;0,98828125;-3,55529785156;-14,9993896484;1,50299072266
Right thigh;25,625948;0,756591796875;-0,9384765625;-0,433837890625;-10,6582641602;-94,3984985352;-49,9038696289
Right tibia;25,627172;0,72900390625;-0,992919921875;-0,253173828125;-25,1312255859;-78,8650512695;-90,1184082031
Right foot;25,628346;-0,14306640625;-0,6865234375;0,8701171875;-16,6931152344;-21,0342407227;-42,4575805664
Left hand;25,629503;0,904052734375;0,31396484375;0,404052734375;-28,4423828125;3,73840332031;-34,1949462891
Left forearm;25,631918;0,003173828125;-1,07397460938;0,125;-90,5456542969;-165,061950684;106,338500977
Left biceps;25,633086;0,144287109375;-0,86669921875;0,1826171875;29,4799804688;-9,8876953125;-5,99670410156
Right hand;25,634304;0,822509765625;-0,667236328125;0,51904296875;52,4368286133;-49,6826171875;-23,7045288086
Right forearm;25,635553;-0,20263671875;-0,580322265625;0,156005859375;11,1465454102;-30,3726196289;52,8259277344
Right biceps;25,637909;-0,184814453125;-1,02978515625;0,166015625;58,8607788086;-100,891113281;39,3295288086
Left shoulder;25,639144;0,075927734375;0,98681640625;0,451416015625;21,240234375;-4,28009033203;-11,0855102539
Right shoulder;25,647249;-0,544677734375;0,838134765625;0,24169921875;-47,1115112305;42,6406860352;24,6429443359
Back pelvis;25,652099;0,789306640625;-0,19873046875;0,231689453125;-12,1459960938;-11,344909668;-18,5394287109
Front pelvis;25,655232;0,6669921875;0,447021484375;-0,23291015625;-41,1758422852;-8,76617431641;13,3590698242
Belly button;25,656684;0,287109375;0,956298828125;0,156982421875;1,38092041016;-4,44030761719;5,52368164062
Sternum;25,658141;0,58984375;0,012939453125;0,62109375;9,61303710938;8,056640625;27,9159545898
Head;25,659731;0,94384765625;0,002685546875;0,268798828125;66,0934448242;-12,6876831055;1,86157226562
Left thigh;25,669537;0,44677734375;-1,12475585938;0,228271484375;25,2151489258;-85,7009887695;-42,9534912109
Left tibia;25,670925;0,159912109375;-1,302734375;-0,011962890625;28,3508300781;-63,8198852539;-250,0
Left foot;25,672347;0,250732421875;-0,02392578125;0,98681640625;4,2724609375;-6,79016113281;3,23486328125
Right thigh;25,673799;0,485595703125;-0,8583984375;-0,03076171875;-10,5743408203;-14,8391723633;-69,8318481445
Right tibia;25,680143;-0,2685546875;-1,25415039062;1,99993896484;-53,3752441406;249,992370605;-194,351196289
Right foot;25,681642;-0,04541015625;-0,411865234375;0,991455078125;-13,7023925781;-21,5911865234;-23,4680175781
Left hand;25,683354;0,9560546875;0,3359375;0,39306640625;-10,8489990234;-7,63702392578;-33,7677001953
Left forearm;25,684763;0,101806640625;-1,08740234375;0,177490234375;-85,6170654297;-183,883666992;99,5864868164
Left biceps;25,689576;0,153564453125;-0,96044921875;0,150634765625;33,3633422852;-23,1857299805;0,755310058594
Right hand;25,691120;0,813232421875;-0,6513671875;0,514404296875;58,5479736328;-38,6581420898;-9,78088378906
Right forearm;25,693302;-0,12890625;-0,6669921875;0,253662109375;10,0555419922;-34,4696044922;9,40704345703
Right biceps;25,694837;-0,173828125;-0,90087890625;0,166015625;56,9915771484;-58,8150024414;31,8374633789
Left shoulder;25,697325;0,093017578125;0,903564453125;0,39208984375;14,4958496094;5,71441650391;-10,7116699219
Right shoulder;25,698896;-0,55615234375;0,689208984375;0,218017578125;-47,1420288086;48,1719970703;24,1012573242
Back pelvis;25,700204;0,8134765625;-0,207275390625;0,377197265625;-32,5775146484;-16,6320800781;-23,8800048828
Front pelvis;25,701395;1,21948242188;0,32470703125;-0,104248046875;-7,39288330078;-3,82995605469;-1,09100341797
Belly button;25,704054;0,338134765625;0,966552734375;0,081298828125;-3,64685058594;-9,26971435547;17,4255371094
Sternum;25,705239;0,56396484375;0,101318359375;0,638671875;10,9634399414;4,78363037109;33,4091186523
Head;25,706382;1,22875976562;-0,009033203125;0,18505859375;60,7757568359;-23,6053466797;-1,15203857422
Left thigh;25,707722;0,2177734375;-1,37060546875;-0,044921875;69,5419311523;-80,2459716797;-100,448608398
Left tibia;25,710035;0,32958984375;-1,26416015625;-0,234130859375;12,0849609375;-8,08715820312;-246,98638916
Left foot;25,711376;0,24609375;0,018310546875;0,98388671875;4,40216064453;-19,9279785156;18,2723999023
Right thigh;25,712626;0,33056640625;-0,9365234375;-0,14208984375;11,9323730469;-38,9251708984;-67,756652832
Right tibia;25,713796;0,834228515625;-0,640380859375;0,690185546875;6,01959228516;-250,0;-21,1181640625
Right foot;25,716228;-0,086181640625;-0,391845703125;0,93701171875;-11,3143920898;-8,18634033203;-15,1901245117
Left hand;25,717396;1,02685546875;0,369384765625;0,3740234375;-3,21197509766;-5,17272949219;-36,3693237305
Left forearm;25,718556;0,19970703125;-1,04931640625;0,245849609375;-72,4334716797;-160,514831543;90,9271240234
Left biceps;25,719809;0,17578125;-1,00317382812;0,1552734375;32,8674316406;-32,6156616211;4,36401367188
Right hand;25,722584;0,821044921875;-0,669189453125;0,484130859375;50,3692626953;-19,3939208984;-0,0381469726562
Right forearm;25,723866;-0,090087890625;-0,7412109375;0,298583984375;10,9024047852;-8,22448730469;-31,7840576172
Right biceps;25,725098;-0,25439453125;-0,828857421875;0,126953125;59,2956542969;-44,7998046875;22,3770141602
Left shoulder;25,726275;-0,14794921875;1,72607421875;0,6767578125;55,0079345703;51,8341064453;18,9819335938
Right shoulder;25,728738;-0,563720703125;0,647216796875;0,1875;-42,0684814453;41,8014526367;22,9873657227
Back pelvis;25,729907;0,894775390625;-0,271728515625;0,38671875;-12,3748779297;-38,5131835938;-11,6271972656
Front pelvis;25,731132;1,27368164062;-0,02099609375;0,0791015625;31,8145751953;3,51715087891;-0,617980957031
Belly button;25,732318;0,4111328125;1,03393554688;0,08056640625;2,83050537109;8,13293457031;17,2729492188
Sternum;25,734699;0,548828125;0,16064453125;0,646484375;16,3497924805;2,3193359375;30,7998657227
Head;25,735867;1,197265625;-0,09814453125;0,157470703125;59,6771240234;-3,34167480469;-6,51550292969
Left thigh;25,737087;-0,1552734375;-1,25732421875;0,29736328125;101,234436035;-80,56640625;-121,505737305
Left tibia;25,738256;-0,048095703125;-1,25146484375;0,03955078125;24,7116088867;-46,5240478516;-107,841491699
Left foot;25,740645;0,262451171875;0,021728515625;0,963623046875;1,55639648438;-18,5852050781;18,7149047852
Right thigh;25,741810;0,416259765625;-0,861083984375;-0,000732421875;26,3519287109;-90,4083251953;-58,3267211914
Right tibia;25,743037;0,387939453125;-1,15356445312;0,0537109375;-12,0391845703;-141,296386719;-59,0209960938
Right foot;25,744221;-0,06591796875;-0,4462890625;0,89697265625;-9,53674316406;-3,2958984375;-11,4059448242
Left hand;25,746539;1,12890625;0,331787109375;0,419677734375;-5,06591796875;-0,114440917969;-32,9132080078
Left forearm;25,747774;0,136962890625;-0,96630859375;0,267578125;-67,6956176758;-124,519348145;69,9615478516
Left biceps;25,748991;0,183349609375;-0,94482421875;0,138671875;23,8952636719;-52,5512695312;18,6080932617
Right hand;25,750165;0,816162109375;-0,726318359375;0,433349609375;63,3850097656;-7,36236572266;10,5819702148
Right forearm;25,752499;-0,121826171875;-0,805908203125;0,283935546875;4,92858886719;11,100769043;-49,0875244141
Right biceps;25,753658;-0,279296875;-0,72412109375;0,105712890625;50,4684448242;-48,8967895508;21,614074707
Left shoulder;25,754828;-0,20703125;1,16381835938;0,48388671875;-22,705078125;17,9977416992;-21,7361450195
Right shoulder;25,755988;-0,54296875;0,661865234375;0,16796875;-35,9573364258;40,6723022461;21,9268798828
Back pelvis;25,758308;0,9375;-0,263427734375;0,40576171875;-20,6146240234;-31,0134887695;-16,845703125
Front pelvis;25,759526;0,7978515625;0,072265625;-0,02392578125;14,6713256836;-7,40814208984;0,129699707031
Belly button;25,760736;0,386474609375;1,0537109375;0,157470703125;15,0756835938;38,3529663086;18,0969238281
Sternum;25,762291;0,5224609375;0,190185546875;0,6376953125;16,6854858398;3,79943847656;30,4107666016
Head;25,764879;0,881591796875;-0,206787109375;0,11962890625;69,465637207;-25,6500244141;4,69207763672
Left thigh;25,766088;-0,740478515625;-1,27758789062;-0,17822265625;69,1375732422;-127,807617188;-111,488342285
Left tibia;25,767288;0,026611328125;-0,92919921875;0,048095703125;-36,5753173828;9,78088378906;58,7310791016
Left foot;25,768465;0,28759765625;0,0185546875;0,971435546875;1,3427734375;-3,13568115234;6,61468505859
Right thigh;25,770777;0,37890625;-0,75732421875;0,137939453125;42,6177978516;-117,088317871;-37,2772216797
Right tibia;25,771935;0,892822265625;-0,932861328125;0,286865234375;-11,71875;42,7017211914;-70,2896118164
Right foot;25,773083;-0,090087890625;-0,4462890625;0,889404296875;-6,69097900391;-5,18798828125;-9,18579101562
Left hand;25,774303;1,15991210938;0,288330078125;0,381591796875;-9,19342041016;0,091552734375;-26,2451171875
Left forearm;25,776884;0,15673828125;-0,98828125;0,303955078125;-72,0672607422;-105,903625488;55,2520751953
Left biceps;25,778064;0,16552734375;-1,49609375;0,217041015625;22,8576660156;-84,2208862305;27,4200439453
Right hand;25,779253;0,8046875;-0,696044921875;0,416748046875;79,4525146484;-4,62341308594;21,9268798828
Right forearm;25,780408;-0,17236328125;-0,915771484375;0,34033203125;2,57110595703;19,5999145508;-59,6084594727
Right biceps;25,782762;-0,2685546875;-0,69677734375;0,129150390625;24,4750976562;-56,7016601562;10,1470947266
Left shoulder;25,783934;-0,27197265625;0,93359375;0,551025390625;-1,65557861328;38,818359375;2,32696533203
Right shoulder;25,785104;-0,56396484375;0,7421875;0,198486328125;-31,3568115234;42,6483154297;19,905090332
Back pelvis;25,786301;0,9814453125;-0,3056640625;0,32470703125;-9,14764404297;-5,66864013672;-11,7950439453
Front pelvis;25,788727;0,685791015625;0,310302734375;-0,07080078125;-19,905090332;5,31768798828;10,4904174805
Belly button;25,789909;0,58447265625;1,6142578125;0,06787109375;31,5093994141;53,9855957031;-9,71984863281
Sternum;25,791125;0,6669921875;0,1435546875;0,718994140625;21,8658447266;3,79180908203;31,2957763672
Head;25,792339;1,0185546875;-0,239013671875;0,0732421875;85,1821899414;-14,5416259766;9,78851318359
Left thigh;25,794714;-0,285888671875;-1,541015625;-0,070556640625;32,5164794922;-174,102783203;-109,046936035
Left tibia;25,795910;-0,1337890625;-0,990966796875;-0,127197265625;-71,9451904297;53,5583496094;116,600036621
Left foot;25,804064;0,282958984375;0,029296875;0,963134765625;1,27410888672;-0,91552734375;17,2576904297
Right thigh;25,808022;0,423828125;-0,807373046875;-0,063720703125;19,7143554688;-88,2263183594;-41,0385131836
Right tibia;25,810970;0,0302734375;-1,04956054688;0,186279296875;-17,7536010742;68,5501098633;-62,9501342773
Right foot;25,815804;-0,059814453125;-0,421630859375;0,874755859375;-6,05773925781;-6,19506835938;-7,40814208984
Left hand;25,817347;1,12548828125;0,30908203125;0,385009765625;-10,5209350586;-3,20434570312;-16,7388916016
Left forearm;25,819282;0,162109375;-1,08471679688;0,3779296875;-70,80078125;-83,8012695312;45,2117919922
Left biceps;25,828012;0,11865234375;-1,2353515625;0,34521484375;-1,12152099609;-130,05065918;16,5252685547
Right hand;25,829601;0,84326171875;-0,640380859375;0,39892578125;71,4111328125;-0,67138671875;36,5371704102
Right forearm;25,831447;-0,14697265625;-0,97021484375;0,345458984375;-1,16729736328;28,2363891602;-68,3975219727
Right biceps;25,832922;-0,224853515625;-0,740966796875;0,189697265625;11,1465454102;-38,2919311523;1,09100341797
Left shoulder;25,840494;-0,27099609375;0,99462890625;0,490478515625;-4,13513183594;40,0924682617;20,9655761719
Right shoulder;25,841989;-0,582763671875;0,7080078125;0,21044921875;-25,634765625;32,096862793;18,8369750977
Back pelvis;25,843524;1,41748046875;0,13720703125;0,885009765625;1,79290771484;-38,8336181641;2,75421142578
Front pelvis;25,844962;0,76611328125;0,24072265625;0,046142578125;-13,671875;0,946044921875;11,5737915039
Belly button;25,848110;0,290771484375;0,776611328125;-0,2734375;-6,73675537109;18,5928344727;-11,0092163086
Sternum;25,849435;0,650146484375;0,125732421875;0,761474609375;27,214050293;6,85119628906;32,6232910156
Head;25,850885;1,2001953125;-0,175048828125;0,001953125;93,9102172852;-17,4102783203;4,92858886719
Left thigh;25,852128;0,1181640625;-1,361328125;-0,0546875;21,4538574219;-135,932922363;-102,935791016
Left tibia;25,855456;1,99993896484;-0,8251953125;1,77319335938;-91,0568237305;128,692626953;-64,5217895508
Left foot;25,856817;0,275390625;-0,001953125;0,994384765625;-0,991821289062;-6,47735595703;22,0031738281
Right thigh;25,858461;0,44091796875;-0,90673828125;-0,027099609375;10,627746582;-85,6781005859;-33,9126586914
Right tibia;25,860098;-0,1318359375;-0,975830078125;0,27001953125;2,18963623047;-70,1522827148;-22,9339599609
Right foot;25,862395;-0,095947265625;-0,447265625;0,88818359375;-5,59997558594;-15,7089233398;-6,17980957031
Left hand;25,863719;0,977294921875;0,3525390625;0,3466796875;-17,1890258789;-7,14111328125;-17,5933837891
Left forearm;25,864966;0,13916015625;-1,05786132812;0,368408203125;-64,1479492188;-61,0046386719;30,891418457
Left biceps;25,866146;0,08984375;-0,7783203125;0,40283203125;-21,6751098633;-131,240844727;39,5584106445
Right hand;25,868495;0,8740234375;-0,738525390625;0,3173828125;77,8045654297;14,5721435547;48,1491088867
Right forearm;25,869659;-0,281005859375;-1,30688476562;0,444580078125;-8,81195068359;40,0390625;-90,7974243164
Right biceps;25,870826;-0,260498046875;-0,734619140625;0,220947265625;2,39562988281;-17,7536010742;-11,4364624023
Left shoulder;25,871999;-0,21875;0,982666015625;0,342529296875;-11,7874145508;30,891418457;22,0794677734
Right shoulder;25,874314;-0,619140625;0,694580078125;0,236083984375;-17,6086425781;25,260925293;19,905090332
Back pelvis;25,875537;1,06420898438;0,1044921875;0,64794921875;7,85064697266;-21,1486816406;-2,01416015625
Front pelvis;25,877093;0,885986328125;0,243896484375;0,070068359375;-1,93786621094;2,51770019531;6,67572021484
Belly button;25,878342;0,310546875;0,411376953125;-0,073974609375;-16,6168212891;29,0908813477;-14,1525268555
Sternum;25,880853;0,71630859375;0,158203125;0,787353515625;29,9758911133;18,3181762695;35,9039306641
Head;25,882028;1,17309570312;-0,20947265625;0,0048828125;101,135253906;-11,6119384766;7,37762451172
Left thigh;25,883207;0,017333984375;-0,64453125;-0,15380859375;28,3737182617;67,8100585938;-74,1882324219
Left tibia;25,884374;0,43115234375;-1,21313476562;0,010498046875;-61,4776611328;99,0982055664;57,2509765625
Left foot;25,886727;0,2529296875;-0,05322265625;0,969482421875;-4,28009033203;-12,1078491211;20,9350585938
Right thigh;25,887908;0,323974609375;-0,93310546875;0,132568359375;20,8892822266;-76,9882202148;-35,2096557617
Right tibia;25,889138;0,70263671875;-0,91552734375;0,032958984375;5,20324707031;-42,2668457031;-28,7399291992
Right foot;25,890322;-0,103515625;-0,45654296875;0,87744140625;-11,2686157227;-40,3518676758;-10,2691650391
Left hand;25,892749;0,890869140625;0,3447265625;0,31982421875;-19,3481445312;-3,47137451172;-29,4723510742
Left forearm;25,893908;0,09521484375;-1,3583984375;0,459716796875;-38,8793945312;-4,84466552734;4,36401367188
Left biceps;25,895152;-0,044189453125;-0,524169921875;0,318115234375;-4,68444824219;-78,5598754883;62,9959106445
Right hand;25,896332;0,843017578125;-0,75244140625;0,23095703125;94,8104858398;11,8942260742;62,629699707
Right forearm;25,898746;-0,302490234375;-1,08227539062;0,426025390625;-12,2604370117;42,4728393555;-85,334777832
Right biceps;25,900192;-0,2666015625;-0,821044921875;0,2197265625;-4,97436523438;0,839233398438;-20,3857421875
Left shoulder;25,901456;-0,160888671875;0,87841796875;0,281982421875;-25,5508422852;18,0892944336;15,1824951172
Right shoulder;25,902724;-0,6669921875;0,69873046875;0,26123046875;-7,67517089844;21,0189819336;18,5699462891
Back pelvis;25,905112;1,03930664062;-0,310546875;0,4599609375;0,656127929688;5,08117675781;-6,08825683594
Front pelvis;25,906295;0,92236328125;0,35595703125;0,06396484375;-6,94274902344;7,35473632812;3,52478027344
Belly button;25,907542;0,33935546875;0,61474609375;0,0185546875;38,8412475586;81,8099975586;-15,1214599609
Sternum;25,908717;0,717041015625;0,143310546875;0,79638671875;29,7622680664;17,7230834961;34,3704223633
Head;25,911100;1,0966796875;-0,2001953125;0,0380859375;107,795715332;-2,71606445312;15,8004760742
Left thigh;25,912277;-0,115478515625;-0,75;-0,09716796875;14,5950317383;99,7009277344;-68,0160522461
Left tibia;25,913496;-0,107666015625;-1,00244140625;-0,14501953125;-18,5394287109;-10,4904174805;43,9529418945
Left foot;25,914726;0,306396484375;-0,0380859375;0,97119140625;-10,8413696289;-25,4516601562;6,61468505859
Right thigh;25,917097;0,207763671875;-1,03955078125;0,18994140625;16,1972045898;-82,9544067383;-9,48333740234
Right tibia;25,918257;-0,218505859375;-0,963623046875;0,349365234375;0,518798828125;-19,775390625;-28,2974243164
Right foot;25,919794;-0,052734375;-0,477783203125;0,873779296875;-21,7132568359;-57,7087402344;-20,4391479492
Left hand;25,921028;0,978515625;0,298095703125;0,353271484375;-27,6489257812;7,40814208984;-39,9017333984
Left forearm;25,923452;0,046630859375;-1,09252929688;0,40380859375;-10,5743408203;23,6968994141;-19,5693969727
Left biceps;25,924623;0,103515625;-0,86962890625;0,120361328125;7,38525390625;-16,0980224609;36,7584228516
Right hand;25,925778;0,84619140625;-0,7119140625;0,156005859375;88,2110595703;4,7607421875;82,5729370117
Right forearm;25,927048;-0,254638671875;-0,796142578125;0,372802734375;-12,4969482422;63,6138916016;-78,0639648438
Right biceps;25,929355;-0,19189453125;-0,905517578125;0,236083984375;-37,7426147461;14,8468017578;-38,9099121094
Left shoulder;25,930486;-0,18017578125;0,754638671875;0,262939453125;-17,463684082;18,0130004883;20,7214355469
Right shoulder;25,931864;-0,675537109375;0,687255859375;0,248779296875;8,14819335938;13,9007568359;18,1884765625
Back pelvis;25,933072;0,93115234375;-0,115478515625;0,395263671875;-7,62939453125;18,5699462891;-4,85992431641
Front pelvis;25,935487;1,01489257812;0,322998046875;0,09716796875;-14,7171020508;7,49969482422;7,40814208984
Belly button;25,936668;0,38720703125;1,16577148438;0,164794921875;32,2265625;80,9860229492;-14,4882202148
Sternum;25,937824;0,673095703125;0,168212890625;0,781005859375;36,0870361328;18,6080932617;32,2341918945
Head;25,939110;1,0068359375;-0,173583984375;0,0546875;111,167907715;3,92913818359;16,4642333984
Left thigh;25,941458;-0,0615234375;-0,74609375;-0,173095703125;-10,1470947266;105,911254883;-44,7692871094
Left tibia;25,951386;0,480712890625;-0,893798828125;-0,361083984375;22,9873657227;-91,0186767578;40,9851074219
Left foot;25,953037;0,386474609375;0,08251953125;1,00537109375;-28,1295776367;-54,0237426758;22,0413208008
Right thigh;25,954470;0,362548828125;-1,12841796875;0,05859375;42,6559448242;3,57818603516;9,99450683594
Right tibia;25,960002;0,2431640625;-0,956298828125;0,155517578125;3,60870361328;-39,7796630859;-35,15625
Right foot;25,961520;-0,048828125;-0,488037109375;0,91552734375;-39,7338867188;-92,0181274414;-24,2233276367
Left hand;25,963158;1,064453125;0,21875;0,38720703125;-40,3289794922;18,913269043;-36,1862182617
Left forearm;25,964776;-0,0859375;-0,82666015625;0,30810546875;24,6353149414;48,2788085938;-61,9277954102
Left biceps;25,973592;0,133056640625;-0,9697265625;0,153076171875;-6,17980957031;-30,3649902344;38,9938354492
Right hand;25,975107;1,03833007812;-0,71826171875;0,083984375;85,8535766602;9,78851318359;94,6960449219
Right forearm;25,976629;-0,44970703125;-0,90185546875;0,343505859375;-13,3743286133;50,8575439453;-70,9762573242
Right biceps;25,978128;-0,23828125;-1,23510742188;0,3544921875;-57,3959350586;30,4260253906;-52,3529052734
Left shoulder;25,985631;-0,18310546875;0,739013671875;0,23046875;-8,056640625;15,8004760742;21,484375
Right shoulder;25,987907;-0,55859375;1,130859375;0,55322265625;5,83648681641;-0,885009765625;2,28881835938
Back pelvis;25,989428;0,936279296875;0,17138671875;0,500244140625;8,72039794922;-6,30187988281;9,62066650391
Front pelvis;25,990933;0,98779296875;0,237548828125;0,0126953125;-23,1628417969;14,9841308594;10,2157592773
Belly button;25,994853;0,25927734375;1,06225585938;-0,121826171875;4,28009033203;22,8271484375;-32,470703125
Sternum;25,996152;0,881103515625;0,03125;0,865234375;42,3812866211;15,9225463867;31,7535400391
Head;25,997328;0,875732421875;-0,150390625;0,052978515625;111,885070801;0,717163085938;13,8702392578
Left thigh;25,998488;-0,013916015625;-0,63427734375;0,063232421875;-2,33459472656;121,070861816;-14,6255493164
Left tibia;26,001324;1,05078125;-0,699462890625;-0,0185546875;-0,0228881835938;-19,2260742188;50,2166748047
Left foot;26,002498;0,5673828125;0,063720703125;1,09106445312;-64,1937255859;-47,0657348633;23,5748291016
Right thigh;26,004088;0,347412109375;-1,35815429688;0,215576171875;20,6832885742;79,9407958984;25,1998901367
Right tibia;26,005314;0,222900390625;-0,992431640625;0,177734375;2,34985351562;-10,7116699219;-50,2243041992
Right foot;26,007871;-0,029296875;-0,50537109375;0,88818359375;-48,6526489258;-124,992370605;-72,7081298828
Left hand;26,009040;1,0302734375;0,131591796875;0,33935546875;-30,5404663086;28,1372070312;-24,8565673828
Left forearm;26,010187;-0,06982421875;-0,902099609375;0,319580078125;48,0422973633;57,9833984375;-86,9140625
Left biceps;26,011874;0,134521484375;-0,941162109375;0,21728515625;-12,3977661133;-58,7005615234;48,4619140625
Right hand;26,016978;1,26953125;-0,76416015625;0,06689453125;114,753723145;6,4697265625;87,3031616211
Right forearm;26,019562;-0,37890625;-0,9541015625;0,4521484375;-10,8489990234;45,1583862305;-16,2963867188
Right biceps;26,021648;-0,19482421875;-1,0830078125;0,416748046875;-58,9294433594;81,5887451172;-59,0209960938
Left shoulder;26,022989;-0,20068359375;0,79638671875;0,231201171875;-7,77435302734;8,18634033203;19,9203491211
Right shoulder;26,025328;-0,30078125;0,849365234375;0,491455078125;-7,4462890625;-13,5040283203;13,7252807617
Back pelvis;26,026475;0,86083984375;0,11572265625;0,424072265625;5,46264648438;-8,97979736328;-0,0228881835938
Front pelvis;26,027752;1,08032226562;0,209716796875;0,1787109375;-7,75909423828;25,3677368164;11,4669799805
Belly button;26,028936;0,375732421875;0,77685546875;-0,047119140625;0,419616699219;12,8784179688;-14,6789550781
Sternum;26,031250;0,783203125;0,0068359375;0,77880859375;40,4434204102;6,46209716797;45,3338623047
Head;26,032404;0,875244140625;-0,123046875;0,046142578125;113,189697266;-7,75146484375;9,01031494141
Left thigh;26,033630;-0,1630859375;-0,744140625;0,205078125;9,36889648438;61,1038208008;42,4423217773
Left tibia;26,034806;0,611328125;-0,690673828125;-0,249267578125;-18,4555053711;-3,89862060547;56,3278198242
Left foot;26,037152;-0,01025390625;0,48486328125;1,11767578125;-202,476501465;-121,925354004;0,419616699219
Right thigh;26,038731;0,235107421875;-1,38989257812;0,21044921875;57,6858520508;120,361328125;45,7305908203
Right tibia;26,039998;0,160888671875;-1,01513671875;0,164306640625;0,175476074219;-39,7567749023;-47,8286743164
Right foot;26,041201;-0,95556640625;-0,27197265625;1,28393554688;249,992370605;-250,0;29,899597168
Left hand;26,043643;0,924072265625;0,1298828125;0,27001953125;4,07409667969;25,5126953125;-11,9934082031
Left forearm;26,044824;-0,0810546875;-1,15771484375;0,234619140625;90,2862548828;95,1843261719;-114,98260498
Left biceps;26,046048;0,149658203125;-0,88232421875;0,210693359375;-14,2440795898;-92,2927856445;52,3834228516
Right hand;26,047264;1,2958984375;-0,7412109375;0,061767578125;145,576477051;-10,8108520508;79,3685913086
Right forearm;26,049631;-0,47314453125;-0,724365234375;0,389892578125;-20,4772949219;73,8983154297;-7,64465332031
Right biceps;26,050815;-0,0751953125;-0,87841796875;0,31982421875;-63,9038085938;105,094909668;-32,6919555664
Left shoulder;26,051971;-0,214111328125;0,864501953125;0,252197265625;-3,79943847656;2,0751953125;18,3944702148
Right shoulder;26,053141;-0,385986328125;0,78759765625;0,579345703125;-15,0299072266;3,34930419922;11,100769043
Back pelvis;26,055538;0,84130859375;-0,020263671875;0,331787109375;-14,4195556641;6,19506835938;-12,4053955078
Front pelvis;26,056730;0,957763671875;0,343994140625;0,21875;0,6103515625;27,099609375;7,67517089844
Belly button;26,057906;0,37353515625;0,650146484375;0,098876953125;-3,11279296875;11,4364624023;4,04357910156
Sternum;26,059196;0,5712890625;-0,015869140625;0,627197265625;47,119140625;-2,76947021484;50,8041381836
Head;26,061580;0,895751953125;-0,06201171875;0,01953125;112,510681152;-11,6577148438;2,83813476562
Left thigh;26,062749;0,319580078125;-1,02880859375;0,398681640625;5,126953125;83,0230712891;61,7752075195
Left tibia;26,063925;0,434814453125;-0,7841796875;-0,13720703125;-14,5721435547;-32,0053100586;65,6509399414
Left foot;26,065085;-0,937744140625;0,437744140625;1,99993896484;-250,0;-136,695861816;-213,081359863
Right thigh;26,067473;0,530517578125;-1,05200195312;-0,233642578125;76,545715332;59,8602294922;79,8187255859
Right tibia;26,068637;0,2431640625;-1,01684570312;0,282958984375;7,6904296875;-49,0264892578;-55,1910400391
Right foot;26,069802;-2,0;-1,01684570312;1,99993896484;153,053283691;1,05285644531;249,992370605
Left hand;26,071055;0,856201171875;0,176513671875;0,2255859375;28,9001464844;17,5857543945;-5,69152832031
Left forearm;26,073428;-0,15673828125;-1,2041015625;0,183349609375;118,225097656;91,0263061523;-124,389648438
Left biceps;26,074606;0,24365234375;-0,831298828125;0,220458984375;-22,6287841797;-100,227355957;52,6809692383
Right hand;26,075973;1,16577148438;-0,6591796875;0,068603515625;133,796691895;-7,62176513672;85,8764648438
Right forearm;26,077158;-0,628662109375;-0,589111328125;0,34326171875;-14,5492553711;55,7479858398;0,404357910156
Right biceps;26,079859;-0,174560546875;-0,95068359375;0,2666015625;-71,6094970703;60,8520507812;-43,4494018555
Left shoulder;26,081100;-0,217041015625;0,937744140625;0,27099609375;-7,19451904297;-11,100769043;10,2844238281
Right shoulder;26,082287;-0,56005859375;0,818359375;0,53125;-11,1312866211;11,6958618164;0,373840332031
Back pelvis;26,083575;0,84033203125;-0,11376953125;0,296630859375;-9,68933105469;-14,7857666016;-9,62066650391
Front pelvis;26,085943;1,77978515625;0,434814453125;-0,383544921875;-7,53021240234;-33,0963134766;-18,3563232422
Belly button;26,087173;0,37060546875;0,840576171875;0,13818359375;8,22448730469;23,2696533203;6,85882568359
Sternum;26,088357;0,72021484375;-0,07373046875;0,806640625;57,8384399414;5,83648681641;41,3055419922
Head;26,089535;0,916748046875;-0,032470703125;0,0068359375;109,222412109;-14,7247314453;-1,51062011719
Left thigh;26,091937;1,24438476562;-1,29174804688;0,5263671875;31,25;170,272827148;21,240234375
Left tibia;26,093126;0,42919921875;-0,857421875;-0,00732421875;-16,1056518555;-11,7111206055;65,8950805664
Left foot;26,094286;-1,17724609375;1,21752929688;0,651611328125;151,725769043;249,992370605;249,992370605
Right thigh;26,095564;0,368896484375;-1,27783203125;-0,14599609375;6,35528564453;46,8368530273;81,6345214844
Right tibia;26,107410;0,011474609375;-1,06323242188;0,254150390625;8,71276855469;-55,8624267578;-79,5745849609
Right foot;26,109064;-1,47216796875;0,388671875;1,4384765625;-9,38415527344;91,796875;125,9765625
Left hand;26,110512;0,814697265625;0,2197265625;0,197265625;23,9410400391;11,4059448242;-7,27081298828
