1534706974.31317806243896484375, [64, 56]
1534706976.43679904937744140625, [64, 32]
1534706976.43723201751708984375, [64, 112]
1534706976.4376709461212158203125, [64, 128]
1534706976.43811702728271484375, [64, 184]
1534706976.4386119842529296875, [64, 120]
1534706976.43908405303955078125, [64, 40]
1534706976.439529895782470703125, [64, 48]
1534706976.4399769306182861328125, [64, 128]
1534706976.4404261112213134765625, [64, 128]
1534706976.440865993499755859375, [64, 200]
1534706976.44130992889404296875, [64, 120]
1534706976.441751956939697265625, [64, 72]
1534706976.44219207763671875, [64, 120]
1534706976.44270992279052734375, [64, 136]
1534706976.443173885345458984375, [64, 160]
1534706976.44363689422607421875, [64, 120]
1534706976.44408893585205078125, [64, 240]
1534706976.4445250034332275390625, [64, 160]
1534706976.444963932037353515625, [64, 176]
1534706976.4454059600830078125, [64, 120]
1534706976.445847988128662109375, [64, 160]
1534706976.4462890625, [65, 56]
1534706976.44678211212158203125, [64, 88]
1534706976.447226047515869140625, [64, 160]
1534706976.44768810272216796875, [64, 128]
1534706976.4481298923492431640625, [64, 136]
1534706976.448564052581787109375, [64, 32]
1534706976.4490149021148681640625, [63, 192]
1534706976.449459075927734375, [64, 80]
1534706976.449902057647705078125, [64, 192]
1534706976.45034503936767578125, [64, 96]
1534706976.45083904266357421875, [64, 200]
1534706976.4512789249420166015625, [64, 96]
1534706976.4517600536346435546875, [64, 104]
1534706976.4522140026092529296875, [64, 104]
1534706976.452661991119384765625, [64, 56]
1534706976.4531109333038330078125, [64, 192]
1534706976.453556060791015625, [64, 240]
1534706976.4539890289306640625, [64, 136]
1534706976.454473018646240234375, [64, 48]
1534706976.454926967620849609375, [64, 128]
1534706976.4553849697113037109375, [63, 224]
1534706976.4558370113372802734375, [64, 160]
1534706976.4562699794769287109375, [64, 160]
1534706976.4567101001739501953125, [64, 176]
1534706976.4571530818939208984375, [63, 184]
1534706976.4575979709625244140625, [64, 112]
1534706976.4580409526824951171875, [64, 104]
1534706976.4584929943084716796875, [64, 32]
1534706976.4589340686798095703125, [64, 64]
1534706976.45938205718994140625, [64, 104]
1534706976.4598219394683837890625, [64, 192]
1534706976.460269927978515625, [64, 48]
1534706976.4607079029083251953125, [63, 240]
1534706976.4611799716949462890625, [64, 160]
1534706976.461636066436767578125, [64, 240]
1534706976.4620859622955322265625, [64, 128]
1534706976.46253299713134765625, [64, 112]
1534706976.4629828929901123046875, [64, 136]
1534706976.463428974151611328125, [64, 120]
1534706976.4638760089874267578125, [64, 144]
1534706976.46432590484619140625, [64, 216]
1534706976.464766025543212890625, [64, 96]
1534706976.4652149677276611328125, [64, 88]
1534706976.46566104888916015625, [64, 120]
1534706976.4660971164703369140625, [64, 136]
1534706976.46654510498046875, [64, 200]
1534706976.466989040374755859375, [64, 96]
1534706976.4674360752105712890625, [64, 120]
1534706976.46788311004638671875, [64, 96]
1534706976.46831798553466796875, [64, 72]
1534706976.468758106231689453125, [64, 120]
1534706976.4691970348358154296875, [64, 216]
1534706976.469643115997314453125, [64, 64]
1534706976.4700870513916015625, [64, 120]
1534706976.4705340862274169921875, [64, 120]
1534706976.4709930419921875, [64, 152]
1534706976.47144603729248046875, [64, 8]
1534706976.4718968868255615234375, [64, 32]
1534706976.472342967987060546875, [64, 184]
1534706976.4727890491485595703125, [64, 16]
1534706976.4732329845428466796875, [64, 56]
1534706976.4736769199371337890625, [64, 88]
1534706976.4741179943084716796875, [65, 32]
1534706976.4746758937835693359375, [64, 160]
1534706976.4754021167755126953125, [64, 160]
1534706976.4759209156036376953125, [64, 8]
1534706976.476480960845947265625, [64, 192]
1534706976.476985931396484375, [64, 232]
1534706976.477447986602783203125, [64, 224]
1534706976.4778978824615478515625, [64, 72]
1534706976.478355884552001953125, [64, 112]
1534706976.4788820743560791015625, [64, 32]
1534706976.47932910919189453125, [64, 112]
1534706976.4797699451446533203125, [64, 104]
1534706976.4802029132843017578125, [64, 232]
1534706976.4806940555572509765625, [64, 120]
1534706976.48116588592529296875, [64, 152]
1534706976.4816219806671142578125, [64, 104]
1534706976.48206996917724609375, [65, 8]
1534706976.48252391815185546875, [64, 56]
1534706976.482966899871826171875, [64, 8]
1534706976.4834010601043701171875, [64, 80]
1534706976.48383998870849609375, [64, 104]
1534706976.48427104949951171875, [64, 8]
1534706976.48470592498779296875, [64, 112]
1534706976.4851338863372802734375, [64, 176]
1534706976.4949109554290771484375, [64, 144]
1534706976.49576091766357421875, [64, 48]
1534706976.496366977691650390625, [64, 0]
1534706976.496903896331787109375, [64, 72]
1534706976.4974200725555419921875, [64, 144]
1534706976.4979150295257568359375, [64, 152]
1534706976.4984080791473388671875, [64, 16]
1534706976.4991810321807861328125, [64, 96]
1534706976.4997079372406005859375, [64, 152]
1534706976.5002410411834716796875, [64, 56]
1534706976.500751018524169921875, [63, 248]
1534706976.50125408172607421875, [64, 64]
1534706976.502873897552490234375, [64, 88]
1534706976.503593921661376953125, [64, 80]
1534706976.5113871097564697265625, [64, 136]
1534706976.5122029781341552734375, [64, 128]
1534706976.51278591156005859375, [64, 8]
1534706976.5135059356689453125, [64, 56]
1534706976.5140130519866943359375, [64, 128]
1534706976.5146579742431640625, [64, 160]
1534706976.515204906463623046875, [64, 0]
1534706976.5157029628753662109375, [64, 144]
1534706976.5161879062652587890625, [64, 80]
1534706976.516963958740234375, [65, 48]
1534706976.518886089324951171875, [64, 40]
1534706976.5196030139923095703125, [64, 64]
1534706976.5201549530029296875, [64, 96]
1534706976.522655963897705078125, [64, 72]
1534706976.5234699249267578125, [64, 64]
1534706976.52406406402587890625, [64, 16]
1534706976.52460193634033203125, [64, 128]
1534706976.52579402923583984375, [64, 128]
1534706976.5266029834747314453125, [63, 248]
1534706976.5271689891815185546875, [64, 240]
1534706976.5276529788970947265625, [64, 72]
1534706976.5281078815460205078125, [64, 184]
1534706976.5285499095916748046875, [63, 208]
1534706976.52898693084716796875, [64, 104]
1534706976.52941799163818359375, [64, 120]
1534706976.5298449993133544921875, [64, 184]
1534706976.530272960662841796875, [64, 96]
1534706976.530857086181640625, [64, 144]
1534706976.5313150882720947265625, [64, 64]
1534706976.531754016876220703125, [64, 88]
1534706976.5322029590606689453125, [65, 16]
1534706976.5326368808746337890625, [64, 248]
1534706976.533072948455810546875, [64, 128]
1534706976.533502101898193359375, [64, 136]
1534706976.533977985382080078125, [65, 48]
1534706976.5346100330352783203125, [64, 56]
1534706976.5351378917694091796875, [64, 128]
1534706976.5356080532073974609375, [64, 112]
1534706976.536056995391845703125, [64, 0]
1534706976.536490917205810546875, [64, 96]
1534706976.536921024322509765625, [64, 88]
1534706976.5373489856719970703125, [64, 48]
1534706976.537776947021484375, [64, 0]
1534706976.5382111072540283203125, [64, 80]
1534706976.538773059844970703125, [64, 184]
1534706976.5392398834228515625, [64, 112]
1534706976.539680957794189453125, [64, 208]
1534706976.5401189327239990234375, [64, 80]
1534706976.540546894073486328125, [64, 208]
1534706976.540975093841552734375, [64, 208]
1534706976.5414040088653564453125, [64, 0]
1534706976.541822910308837890625, [64, 144]
1534706976.542251110076904296875, [64, 72]
1534706976.542831897735595703125, [64, 16]
1534706976.5433070659637451171875, [64, 64]
1534706976.543795108795166015625, [64, 176]
1534706976.54425811767578125, [64, 184]
1534706976.5447139739990234375, [64, 96]
1534706976.5454881191253662109375, [64, 248]
1534706976.546020984649658203125, [64, 16]
1534706976.5465109348297119140625, [64, 48]
1534706976.546977996826171875, [64, 16]
1534706976.54743289947509765625, [63, 184]
1534706976.547874927520751953125, [64, 176]
1534706976.548327922821044921875, [64, 192]
1534706976.5487749576568603515625, [64, 72]
1534706976.5492250919342041015625, [64, 72]
1534706976.549664020538330078125, [64, 152]
1534706976.550095081329345703125, [64, 40]
1534706976.5505468845367431640625, [64, 104]
1534706976.55099201202392578125, [64, 112]
1534706976.551425933837890625, [64, 80]
1534706976.551867961883544921875, [64, 104]
1534706976.5523068904876708984375, [63, 232]
1534706976.5527479648590087890625, [64, 128]
1534706976.553185939788818359375, [64, 112]
1534706976.5536739826202392578125, [64, 120]
1534706976.5541260242462158203125, [64, 88]
1534706976.5546228885650634765625, [64, 136]
1534706976.555080890655517578125, [64, 40]
1534706976.55554103851318359375, [64, 152]
1534706976.555985927581787109375, [64, 112]
1534706976.5564210414886474609375, [64, 104]
1534706976.5568621158599853515625, [64, 144]
1534706976.557301044464111328125, [64, 120]
1534706976.55774402618408203125, [64, 0]
1534706976.5581810474395751953125, [63, 240]
1534706976.558650970458984375, [64, 232]
1534706976.5590898990631103515625, [64, 120]
1534706976.5595390796661376953125, [64, 136]
1534706976.5599839687347412109375, [64, 160]
1534706976.560432910919189453125, [64, 56]
1534706976.560864925384521484375, [64, 128]
1534706976.56130504608154296875, [64, 192]
1534706976.56173801422119140625, [64, 104]
1534706976.5621740818023681640625, [64, 96]
1534706976.56260395050048828125, [64, 248]
1534706976.5630779266357421875, [64, 120]
1534706976.5635280609130859375, [64, 88]
1534706976.56398105621337890625, [64, 80]
1534706976.5644319057464599609375, [64, 48]
1534706976.5648899078369140625, [64, 160]
1534706976.5653350353240966796875, [64, 80]
1534706976.5657789707183837890625, [64, 136]
1534706976.566214084625244140625, [64, 72]
1534706976.566708087921142578125, [64, 136]
1534706976.56715297698974609375, [63, 232]
1534706976.56760311126708984375, [64, 88]
1534706976.568049907684326171875, [64, 80]
1534706976.568492889404296875, [64, 128]
1534706976.5689370632171630859375, [64, 200]
1534706976.56937503814697265625, [64, 112]
1534706976.5698130130767822265625, [64, 136]
1534706976.5702569484710693359375, [64, 96]
1534706976.5707519054412841796875, [65, 24]
1534706976.571199893951416015625, [64, 72]
1534706976.5716469287872314453125, [64, 80]
1534706976.57213497161865234375, [64, 120]
1534706976.572597980499267578125, [63, 248]
1534706976.5730369091033935546875, [64, 136]
1534706976.57349300384521484375, [64, 104]
1534706976.5739390850067138671875, [64, 96]
1534706976.5743849277496337890625, [64, 104]
1534706976.5748760700225830078125, [63, 240]
1534706976.575314044952392578125, [64, 152]
1534706976.575748920440673828125, [64, 96]
1534706976.5761830806732177734375, [64, 96]
1534706976.5767009258270263671875, [64, 88]
1534706976.57717609405517578125, [65, 56]
1534706976.5776309967041015625, [64, 136]
1534706976.57808399200439453125, [64, 120]
1534706976.578545093536376953125, [64, 64]
1534706976.5789949893951416015625, [63, 224]
1534706976.579433917999267578125, [64, 0]
1534706976.579883098602294921875, [64, 128]
1534706976.58032703399658203125, [65, 8]
1534706976.580769062042236328125, [64, 88]
1534706976.5812070369720458984375, [64, 176]
1534706976.5816919803619384765625, [64, 184]
1534706976.5821468830108642578125, [64, 112]
1534706976.5826299190521240234375, [64, 136]
1534706976.583095073699951171875, [64, 64]
1534706976.5835421085357666015625, [64, 88]
1534706976.583980083465576171875, [63, 232]
1534706976.58442211151123046875, [64, 80]
1534706976.584865093231201171875, [64, 224]
1534706976.58531093597412109375, [64, 96]
1534706976.585753917694091796875, [64, 32]
1534706976.5861968994140625, [64, 104]
1534706976.5866749286651611328125, [64, 48]
1534706976.5871250629425048828125, [64, 48]
1534706976.5875771045684814453125, [64, 56]
1534706976.5882899761199951171875, [64, 224]
1534706976.58880901336669921875, [64, 16]
1534706976.589274883270263671875, [64, 8]
1534706976.5897328853607177734375, [64, 56]
1534706976.5901949405670166015625, [64, 192]
1534706976.590691089630126953125, [64, 176]
1534706976.5911929607391357421875, [64, 112]
1534706976.5916569232940673828125, [64, 64]
1534706976.5921089649200439453125, [64, 104]
1534706976.5925519466400146484375, [64, 176]
1534706976.5930020809173583984375, [64, 200]
1534706976.593453884124755859375, [64, 64]
1534706976.593905925750732421875, [64, 32]
1534706976.5943410396575927734375, [64, 152]
1534706976.5948460102081298828125, [64, 64]
1534706976.5953009128570556640625, [64, 160]
1534706976.5957469940185546875, [64, 112]
1534706976.596191883087158203125, [64, 136]
1534706976.5966360569000244140625, [63, 248]
1534706976.5970809459686279296875, [64, 40]
1534706976.5975220203399658203125, [64, 240]
1534706976.5979640483856201171875, [64, 160]
1534706976.59840297698974609375, [64, 56]
1534706976.59889507293701171875, [64, 208]
1534706976.59934711456298828125, [64, 208]
1534706976.599793910980224609375, [64, 136]
1534706976.600243091583251953125, [64, 88]
1534706976.6007220745086669921875, [64, 216]
1534706976.601171970367431640625, [64, 64]
1534706976.601622104644775390625, [65, 0]
1534706976.60206890106201171875, [64, 232]
1534706976.6025259494781494140625, [64, 24]
1534706976.6029789447784423828125, [64, 120]
1534706976.6034190654754638671875, [64, 200]
1534706976.60385990142822265625, [64, 232]
1534706976.604300975799560546875, [64, 64]
1534706976.6047360897064208984375, [64, 112]
1534706976.6051781177520751953125, [64, 80]
1534706976.6056230068206787109375, [63, 160]
1534706976.6060650348663330078125, [64, 176]
1534706976.60651302337646484375, [64, 88]
1534706976.606957912445068359375, [64, 104]
1534706976.6073958873748779296875, [64, 160]
1534706976.6078350543975830078125, [65, 16]
1534706976.6082780361175537109375, [64, 120]
1534706976.6087191104888916015625, [64, 120]
1534706976.6091480255126953125, [65, 40]
1534706976.609591960906982421875, [64, 224]
1534706976.6100709438323974609375, [63, 240]
1534706976.61052799224853515625, [64, 64]
1534706976.6109740734100341796875, [64, 0]
1534706976.6114161014556884765625, [64, 32]
1534706976.611854076385498046875, [64, 104]
1534706976.612287998199462890625, [64, 96]
1534706976.6127250194549560546875, [64, 144]
1534706976.61324596405029296875, [64, 224]
1534706976.613719940185546875, [64, 88]
1534706976.614180088043212890625, [63, 184]
1534706976.6146800518035888671875, [64, 40]
1534706976.615139007568359375, [64, 232]
1534706976.615582942962646484375, [64, 160]
1534706976.6160299777984619140625, [64, 112]
1534706976.6164638996124267578125, [64, 104]
1534706976.6169140338897705078125, [64, 80]
1534706976.617353916168212890625, [64, 208]
1534706976.6178009510040283203125, [64, 128]
1534706976.6182439327239990234375, [64, 136]
1534706976.6187388896942138671875, [63, 224]
1534706976.6191918849945068359375, [64, 184]
1534706976.6268100738525390625, [65, 0]
1534706976.6276419162750244140625, [64, 16]
1534706976.6282351016998291015625, [64, 232]
1534706976.628757953643798828125, [64, 176]
1534706976.62926006317138671875, [64, 96]
1534706976.630916118621826171875, [64, 0]
1534706976.6316089630126953125, [64, 104]
1534706976.63214111328125, [64, 40]
1534706976.6350190639495849609375, [63, 224]
1534706976.6358029842376708984375, [64, 224]
1534706976.636393070220947265625, [64, 112]
1534706976.636951923370361328125, [64, 112]
1534706976.637506961822509765625, [64, 184]
1534706976.638061046600341796875, [64, 184]
1534706976.6429250240325927734375, [64, 40]
1534706976.6437199115753173828125, [64, 96]
1534706976.6443150043487548828125, [64, 176]
1534706976.6448700428009033203125, [64, 96]
1534706976.6454160213470458984375, [63, 192]
1534706976.6459810733795166015625, [64, 192]
1534706976.6465919017791748046875, [64, 80]
1534706976.6471440792083740234375, [64, 56]
1534706976.6476800441741943359375, [64, 224]
1534706976.648188114166259765625, [64, 176]
1534706976.65094089508056640625, [64, 8]
1534706976.6524560451507568359375, [64, 112]
1534706976.6531798839569091796875, [64, 176]
1534706976.6537249088287353515625, [64, 184]
1534706976.65421009063720703125, [64, 136]
1534706976.6588189601898193359375, [64, 72]
1534706976.659615993499755859375, [64, 16]
1534706976.6601960659027099609375, [64, 216]
1534706976.660717010498046875, [64, 144]
1534706976.661221027374267578125, [64, 32]
1534706976.661736011505126953125, [64, 56]
1534706976.662250995635986328125, [64, 184]
1534706976.6629750728607177734375, [64, 112]
1534706976.663528919219970703125, [64, 152]
1534706976.6640980243682861328125, [64, 120]
1534706976.6649029254913330078125, [64, 72]
1534706976.6654720306396484375, [64, 232]
1534706976.6659409999847412109375, [64, 152]
1534706976.666387081146240234375, [64, 184]
1534706976.6670548915863037109375, [64, 32]
1534706976.6675250530242919921875, [64, 160]
1534706976.6679670810699462890625, [64, 152]
1534706976.6684029102325439453125, [64, 104]
1534706976.6688330173492431640625, [64, 136]
1534706976.6692640781402587890625, [64, 104]
1534706976.6696979999542236328125, [64, 96]
1534706976.6701259613037109375, [64, 64]
1534706976.67078399658203125, [64, 72]
1534706976.6712970733642578125, [64, 48]
1534706976.67175006866455078125, [64, 152]
1534706976.672194957733154296875, [64, 96]
1534706976.672625064849853515625, [64, 120]
1534706976.673060894012451171875, [64, 80]
1534706976.6736090183258056640625, [64, 184]
1534706976.674129962921142578125, [64, 96]
1534706976.6747128963470458984375, [64, 112]
1534706976.6752130985260009765625, [63, 232]
1534706976.675671100616455078125, [64, 56]
1534706976.676106929779052734375, [64, 72]
1534706976.676537036895751953125, [64, 40]
1534706976.677114963531494140625, [65, 24]
1534706976.677577972412109375, [64, 160]
1534706976.6780169010162353515625, [64, 0]
1534706976.67856502532958984375, [64, 16]
1534706976.6790568828582763671875, [64, 160]
1534706976.6795260906219482421875, [64, 120]
1534706976.67998790740966796875, [64, 144]
1534706976.6804430484771728515625, [64, 144]
1534706976.680901050567626953125, [65, 40]
1534706976.681334972381591796875, [64, 200]
1534706976.681787967681884765625, [64, 136]
1534706976.6822340488433837890625, [64, 112]
1534706976.682743072509765625, [64, 216]
1534706976.6832039356231689453125, [64, 88]
1534706976.68369388580322265625, [64, 56]
1534706976.6841499805450439453125, [65, 0]
1534706976.684606075286865234375, [64, 80]
1534706976.6850559711456298828125, [64, 24]
1534706976.6855070590972900390625, [64, 128]
1534706976.6859529018402099609375, [64, 96]
1534706976.686398983001708984375, [64, 208]
1534706976.6869080066680908203125, [64, 72]
1534706976.6873629093170166015625, [64, 112]
1534706976.687796115875244140625, [64, 8]
1534706976.688232898712158203125, [64, 80]
1534706976.6886780261993408203125, [64, 72]
1534706976.68912410736083984375, [63, 208]
1534706976.689568996429443359375, [64, 40]
1534706976.69001102447509765625, [65, 24]
1534706976.6904919147491455078125, [64, 96]
1534706976.69093799591064453125, [64, 136]
1534706976.6913850307464599609375, [64, 128]
1534706976.69182300567626953125, [64, 112]
1534706976.6922690868377685546875, [64, 96]
1534706976.6927120685577392578125, [64, 176]
1534706976.69320011138916015625, [64, 88]
1534706976.6936628818511962890625, [64, 112]
1534706976.6941120624542236328125, [64, 120]
1534706976.6946060657501220703125, [64, 112]
1534706976.6950740814208984375, [64, 128]
1534706976.695529937744140625, [64, 120]
1534706976.6959779262542724609375, [64, 152]
1534706976.69641208648681640625, [64, 136]
1534706976.696856975555419921875, [64, 192]
1534706976.697299957275390625, [64, 120]
1534706976.697742938995361328125, [64, 192]
1534706976.6981899738311767578125, [63, 208]
1534706976.6986720561981201171875, [64, 128]
1534706976.6991341114044189453125, [64, 80]
1534706976.699572086334228515625, [64, 48]
1534706976.700005054473876953125, [64, 160]
1534706976.7004520893096923828125, [63, 224]
1534706976.7008960247039794921875, [64, 40]
1534706976.7013380527496337890625, [64, 120]
1534706976.7017810344696044921875, [64, 104]
1534706976.7025620937347412109375, [64, 128]
1534706976.7031300067901611328125, [64, 72]
1534706976.7036249637603759765625, [64, 128]
1534706976.7040789127349853515625, [64, 104]
1534706976.7045381069183349609375, [64, 120]
1534706976.704989910125732421875, [64, 88]
1534706976.705439090728759765625, [64, 104]
1534706976.7058789730072021484375, [64, 72]
1534706976.7063210010528564453125, [65, 24]
1534706976.70683002471923828125, [64, 96]
1534706976.7072811126708984375, [64, 216]
1534706976.7077200412750244140625, [64, 224]
1534706976.708158969879150390625, [64, 56]
1534706976.708611965179443359375, [64, 24]
1534706976.70905303955078125, [64, 160]
1534706976.7095019817352294921875, [64, 184]
1534706976.70994091033935546875, [64, 8]
1534706976.7103760242462158203125, [64, 80]
1534706976.710876941680908203125, [64, 160]
1534706976.7113249301910400390625, [64, 88]
1534706976.7117550373077392578125, [64, 144]
1534706976.7122380733489990234375, [64, 64]
1534706976.7126839160919189453125, [64, 104]
1534706976.7131340503692626953125, [64, 24]
1534706976.7137138843536376953125, [64, 152]
1534706976.7141859531402587890625, [64, 104]
1534706976.714685916900634765625, [64, 208]
1534706976.7151439189910888671875, [64, 208]
1534706976.7156040668487548828125, [64, 56]
1534706976.716062068939208984375, [64, 88]
1534706976.7165019512176513671875, [63, 224]
1534706976.7169559001922607421875, [64, 184]
1534706976.717400074005126953125, [64, 184]
1534706976.71784305572509765625, [64, 120]
1534706976.718287944793701171875, [64, 144]
1534706976.7187879085540771484375, [64, 112]
1534706976.71924591064453125, [64, 88]
1534706976.71969509124755859375, [64, 176]
1534706976.7201430797576904296875, [64, 112]
1534706976.7205870151519775390625, [64, 216]
1534706976.7210319042205810546875, [64, 208]
1534706976.7214748859405517578125, [64, 72]
1534706976.72194004058837890625, [64, 104]
1534706976.722385883331298828125, [64, 176]
1534706976.72290802001953125, [64, 144]
1534706976.7233560085296630859375, [64, 160]
1534706976.723805904388427734375, [64, 72]
1534706976.7242500782012939453125, [64, 104]
1534706976.7246949672698974609375, [64, 120]
1534706976.7251338958740234375, [64, 184]
1534706976.7255790233612060546875, [64, 120]
1534706976.7260200977325439453125, [64, 56]
1534706976.7264919281005859375, [64, 144]
1534706976.7269389629364013671875, [64, 176]
1534706976.7273900508880615234375, [64, 144]
1534706976.727837085723876953125, [64, 8]
1534706976.7282860279083251953125, [64, 104]
1534706976.728733062744140625, [64, 128]
1534706976.729177951812744140625, [64, 64]
1534706976.7296140193939208984375, [64, 208]
1534706976.7300560474395751953125, [64, 0]
1534706976.7305099964141845703125, [64, 240]
1534706976.7310009002685546875, [64, 16]
1534706976.7314670085906982421875, [64, 208]
1534706976.73192310333251953125, [64, 112]
1534706976.7323720455169677734375, [64, 152]
1534706976.7328240871429443359375, [64, 144]
1534706976.7332661151885986328125, [64, 96]
1534706976.73371791839599609375, [64, 120]
1534706976.734158039093017578125, [64, 40]
1534706976.734622955322265625, [65, 8]
1534706976.735065937042236328125, [64, 160]
1534706976.7355210781097412109375, [64, 208]
1534706976.735968112945556640625, [64, 64]
1534706976.7364089488983154296875, [64, 64]
1534706976.736856937408447265625, [64, 104]
1534706976.7373030185699462890625, [64, 152]
1534706976.737740993499755859375, [64, 144]
1534706976.738171100616455078125, [64, 128]
1534706976.738626956939697265625, [64, 88]
1534706976.7390730381011962890625, [64, 64]
1534706976.7395250797271728515625, [63, 232]
1534706976.73997402191162109375, [65, 8]
1534706976.740459918975830078125, [64, 176]
1534706976.7409229278564453125, [64, 24]
1534706976.74135589599609375, [64, 80]
1534706976.7418038845062255859375, [64, 136]
1534706976.7422358989715576171875, [64, 80]
1534706976.742741107940673828125, [64, 176]
1534706976.7432019710540771484375, [64, 104]
1534706976.743640899658203125, [64, 24]
1534706976.7440860271453857421875, [64, 152]
1534706976.7445199489593505859375, [64, 136]
1534706976.74495410919189453125, [64, 120]
1534706976.7456619739532470703125, [64, 24]
1534706976.746180057525634765625, [64, 112]
1534706976.7467029094696044921875, [64, 56]
1534706976.7471790313720703125, [64, 152]
1534706976.74763393402099609375, [64, 16]
1534706976.74808597564697265625, [64, 208]
1534706976.7485239505767822265625, [64, 104]
1534706976.7489759922027587890625, [63, 240]
1534706976.74942493438720703125, [64, 200]
1534706976.7498691082000732421875, [64, 120]
1534706976.750338077545166015625, [64, 80]
1534706976.7508580684661865234375, [64, 56]
1534706976.7513248920440673828125, [64, 64]
1534706976.7517840862274169921875, [65, 72]
1534706976.752223968505859375, [64, 8]
1534706976.752655029296875, [64, 152]
1534706976.7531039714813232421875, [65, 0]
1534706976.7535419464111328125, [63, 184]
1534706976.7539770603179931640625, [64, 80]
1534706976.7544639110565185546875, [64, 136]
1534706976.754911899566650390625, [64, 232]
1534706976.755362987518310546875, [64, 56]
1534706976.755815982818603515625, [64, 152]
1534706976.756266117095947265625, [64, 216]
1534706976.7567079067230224609375, [64, 112]
1534706976.757153987884521484375, [64, 152]
1534706976.75759792327880859375, [64, 136]
1534706976.758039951324462890625, [64, 64]
1534706976.7584879398345947265625, [64, 64]
1534706976.767179965972900390625, [64, 104]
1534706976.7680110931396484375, [64, 176]
1534706976.768598079681396484375, [64, 184]
1534706976.769135951995849609375, [64, 72]
1534706976.7696449756622314453125, [64, 48]
1534706976.7701380252838134765625, [64, 144]
1534706976.77081394195556640625, [64, 152]
1534706976.77136707305908203125, [64, 216]
1534706976.7741680145263671875, [63, 224]
1534706976.77532196044921875, [64, 128]
1534706976.7759320735931396484375, [64, 136]
1534706976.77649688720703125, [64, 152]
1534706976.7771360874176025390625, [64, 112]
1534706976.78287506103515625, [64, 112]
1534706976.7836620807647705078125, [64, 104]
1534706976.7842419147491455078125, [63, 192]
1534706976.7847731113433837890625, [64, 160]
1534706976.7853000164031982421875, [63, 192]
1534706976.785811901092529296875, [64, 64]
1534706976.7863199710845947265625, [64, 72]
1534706976.787146091461181640625, [64, 88]
1534706976.787743091583251953125, [63, 232]
1534706976.790977001190185546875, [64, 128]
1534706976.791759967803955078125, [64, 144]
1534706976.79232692718505859375, [64, 104]
1534706976.7928359508514404296875, [64, 96]
1534706976.79331302642822265625, [64, 104]
1534706976.7937901020050048828125, [64, 96]
1534706976.794272899627685546875, [64, 184]
1534706976.7949950695037841796875, [64, 8]
1534706976.797933101654052734375, [63, 240]
1534706976.7989060878753662109375, [64, 160]
1534706976.799540996551513671875, [64, 64]
1534706976.8000800609588623046875, [63, 240]
1534706976.8005950450897216796875, [64, 160]
1534706976.801127910614013671875, [64, 184]
1534706976.802154064178466796875, [64, 24]
1534706976.802967071533203125, [64, 56]
1534706976.8035030364990234375, [63, 248]
1534706976.803967952728271484375, [64, 160]
1534706976.8044660091400146484375, [64, 160]
1534706976.80492496490478515625, [64, 248]
1534706976.805366039276123046875, [64, 80]
1534706976.805798053741455078125, [64, 216]
1534706976.8062241077423095703125, [64, 136]
1534706976.80681896209716796875, [64, 208]
1534706976.80729389190673828125, [64, 48]
1534706976.8077390193939208984375, [64, 176]
1534706976.8081800937652587890625, [64, 184]
1534706976.8086090087890625, [64, 136]
1534706976.809031009674072265625, [64, 56]
1534706976.8094589710235595703125, [64, 208]
1534706976.80988597869873046875, [64, 120]
1534706976.8103129863739013671875, [64, 144]
1534706976.811008930206298828125, [64, 192]
1534706976.8114850521087646484375, [64, 216]
1534706976.811932086944580078125, [64, 216]
1534706976.81237506866455078125, [64, 40]
1534706976.8128058910369873046875, [64, 136]
1534706976.813230037689208984375, [64, 96]
1534706976.81381702423095703125, [64, 56]
1534706976.814301967620849609375, [64, 16]
1534706976.8149249553680419921875, [64, 248]
1534706976.8153989315032958984375, [64, 80]
1534706976.8158400058746337890625, [64, 120]
1534706976.8166029453277587890625, [64, 144]
1534706976.8171279430389404296875, [64, 104]
1534706976.8175830841064453125, [64, 96]
1534706976.8180220127105712890625, [64, 56]
1534706976.8185980319976806640625, [64, 192]
1534706976.8191010951995849609375, [65, 8]
1534706976.8195741176605224609375, [64, 104]
1534706976.8200390338897705078125, [64, 120]
1534706976.8204801082611083984375, [64, 144]
1534706976.820930957794189453125, [64, 160]
1534706976.821382999420166015625, [64, 152]
1534706976.8218250274658203125, [64, 8]
1534706976.8222720623016357421875, [64, 120]
1534706976.8227899074554443359375, [64, 240]
1534706976.8232390880584716796875, [64, 176]
1534706976.82374095916748046875, [64, 112]
1534706976.82419490814208984375, [64, 200]
1534706976.824655055999755859375, [64, 80]
1534706976.825110912322998046875, [64, 128]
1534706976.825550079345703125, [64, 120]
1534706976.825995922088623046875, [64, 104]
1534706976.8264830112457275390625, [64, 192]
1534706976.8269350528717041015625, [64, 120]
1534706976.827372074127197265625, [64, 248]
1534706976.8278210163116455078125, [64, 32]
1534706976.82826900482177734375, [64, 128]
1534706976.828713893890380859375, [65, 48]
1534706976.82915592193603515625, [64, 40]
1534706976.829597949981689453125, [64, 160]
1534706976.8300440311431884765625, [64, 88]
1534706976.8304960727691650390625, [64, 72]
1534706976.8309528827667236328125, [64, 112]
1534706976.8313949108123779296875, [64, 192]
1534706976.831840038299560546875, [64, 128]
1534706976.83228588104248046875, [64, 40]
1534706976.832724094390869140625, [64, 112]
